userName;score;at;content;label
Rullz Porenjer Merah;1;07/07/2023 13.30;Login ny tambahin dari FB kek apa gitu dari Ig doang gw kagak main;negatif
Amiril Muminin;2;07/07/2023 13.28;Mencoba dulu dengan bintang 2;negatif
Riris Fauzi;3;07/07/2023 13.28;Buriq kek epep;netral
Irvan Programming;1;07/07/2023 13.26;Dear Mark Zuckerberg, if you want to make an application to compete with Twitter, first fix the bugs in the treads application, then try the application once on the first page with an error'🗿 Mark Zuckerbe;negatif
Anissa Aulia Rahma;5;07/07/2023 13.26;Baguss, Tambahin fitur untuk translate;positif
Hamid Alrosyid;1;07/07/2023 13.24;Gak ada bedanya sama instagram. Cuman ketambahan bisa bikin puisi sama ngarang cerita aja.;negatif
Bagus Utomo;3;07/07/2023 13.18;Ada bug saat scroll keluar sendiri;netral
Na i;2;07/07/2023 13.12;Actually I love this app but u must repair the privacy policy. It's to dangerous for users. Can you remove the financial, health and web search permission? it was too scary for us. I'm afraid the Facebook incident will happen again. please pay attention to my complaint, so this app will be better in the future 🙏🏻;negatif
Wulan 008;1;07/07/2023 13.12;Udh w hapus nnti klw udh bagus dn baik bru di download lagi🤭;negatif
Naqialkaff1705;2;07/07/2023 13.10;Sering keluar² sendiri dari apk🙏😭😭;negatif
Ashifa zahra;4;07/07/2023 13.09;aku kasih bintang 4 karena masih instal,moga aja bagus app nya 😋;positif
Tama Melati Fajar;1;07/07/2023 13.08;Eror parah nyesel;negatif
Rheza Arief Ridwan;3;07/07/2023 13.08;Often force close when scrolling comments on certain posts;netral
Nabilla Putri;1;07/07/2023 13.05;bug mlu anjr;negatif
depth sencor;1;07/07/2023 13.04;Sangat aggressive mengambil data pengguna ya Bund 😅;negatif
NEO GUMARA21;1;07/07/2023 13.02;Bintang 1 dulu, soalnya kalau login pakai Instagram, malah Instagramnya yg logout pas login ke Instagram malah threads nya yg logout begitu aja terus. Semoga kejadian ini langsung ditindaklanjuti;negatif
Taufik Yudha;1;07/07/2023 13.00;Masih banyak bug nya tolong segera diperbaiki;negatif
Iksan Iccang;5;07/07/2023 13.00;Nice;positif
Windy Alvionita;4;07/07/2023 13.00;Kemarin masih bagus, sekarang aplikasinya sering force closed sendiri. Masih banyak fitur-fitur yang harus ditambahkan seperti tagar, trending, bookmark, simpan foto, dan direct message. Serta yang paling utama filter agar algoritma bisa mempersonalisasi apa yang menjadi interest kita. Semoga makin berkembang.;positif
Jauharツ;1;07/07/2023 12.59;Forced close mulu anj;negatif
Geek Avenue;3;07/07/2023 12.59;Perbaiki lg;netral
Noora Ammalia;1;07/07/2023 12.56;gabisa post foto eh, pasti nge bug trus balik ke home;negatif
Muhammad Ammar;3;07/07/2023 12.56;Suka keluar sendiri padahal blom di kocok;netral
Rizki Adi;2;07/07/2023 12.56;Perbaiki bug night mode tolong;negatif
Yuda Saputra;5;07/07/2023 12.54;Keren lanjay banget di hp saya ga ada masalah dan kendala. Terus tingkatkan lagi biar aplikasi sebelah tersaingi hahaha;positif
Pijar Padmarini;2;07/07/2023 12.53;Tolong kasih terjemahan dan trending;negatif
Prima Dolta;1;07/07/2023 12.51;Fix the bugs first, add new features then;negatif
Virgi Hermawan;5;07/07/2023 12.49;game yang sangat bagus💦;positif
Salafi Fadhilah;5;07/07/2023 12.48;Terimakasih sudah membuat member jkt48 ada di kehidupan threads saya❤️;positif
dekitriana dekitriana;5;07/07/2023 12.47;Bagus mantap klo kata gue sih ini mirip Twitter deh;positif
Fara Nabila;1;07/07/2023 12.46;bug parah ga bisa di gunain;negatif
Ghiyats Shofiyyullah;3;07/07/2023 12.46;Mungkin untuk kedepannya tambahkan fitur simpan foto/video agar orang orang mudah untuk menyimpat postingan orang lain;netral
RV;1;07/07/2023 12.45;Tampilan interface berantakan banget, banyak mayor bug sampe males bukanya, ujung2nya apa? Balik lagi ke Twitter, tolong perbaiki dulu aplikasinya sebaik mungkin, baru gua stop main Twitter.;negatif
creker tbz;3;07/07/2023 12.45;Masih nyoba;netral
Muhammad Haekal kamil;5;07/07/2023 12.44;Magnificent;positif
Faber Sitorus2005;5;07/07/2023 12.43;Mantap bangat tiruannya;positif
Bayu05;3;07/07/2023 12.42;Saat mau melihat balasan threads orang lain kadang force close kadang tidak. Tolong segera diperbaiki ya 🙏;netral
dimas yulian;1;07/07/2023 12.36;Masih lebih bagus twitter;negatif
Ahmad Ardanil;5;07/07/2023 12.36;Menjanjikan;positif
andrius togatorop;1;07/07/2023 12.35;Menuh-menuhin memory;negatif
Rizan Aqshol Himam;1;07/07/2023 12.35;Mau menyaingi Twitter aplikasi ini;negatif
pengen Iconic;1;07/07/2023 12.32;Aplikasi nya eror;negatif
Alfintius Aldi;4;07/07/2023 12.32;Wah keren banget 😁😁kayak twit;positif
iman saputra;3;07/07/2023 12.31;Agak eror.;netral
Amelia Putri;3;07/07/2023 12.30;Oke aja karna baru lahir,tpi masa nyimpen datanya banyakk bgt ada sensitif ya sih, agak bingung juga saya makenya kok mirip banget sama burung biru, ga bisa buat acc sec kah?;netral
Muhammad Safda 1;5;07/07/2023 12.30;I've downloaded it and I'll give it 5 stars sometime, Mark against Elon musk;positif
Abdul Iswahyudi;5;07/07/2023 12.28;Good;positif
Yansen Lumingkewas;5;07/07/2023 12.27;good;positif
KARUNA PRATAMA JAYA SANTOSA;1;07/07/2023 12.24;Kenapa punyaku ngebug😭😭😭😭;negatif
Robert Sidharta;1;07/07/2023 12.21;Setiap mau mention langsung force close aplikasinya.. pakai HP Huawei nova 5T;negatif
Ilham Ramadan;1;07/07/2023 12.21;Alay Cok apk nya!!!!!!!!!!!!!;negatif
Nurul KArisma;5;07/07/2023 12.20;Lumayan asik 🤣 kalo digabung sama ig bisa enggak? Gue gatau dah konsepnya TAPI serius ini seru kek twi... Andai bisa edit tulisan cakep bisa save gambar 😆 (adem untung masih kaga ada iklan);positif
Syawal Nst;5;07/07/2023 12.20;The best;positif
zainur Roziqin;1;07/07/2023 12.20;Apk sesat jangan instal apk ini karna informasi pribadi trcantum di akun dari lokasi, nomor hp, sandi akun, smua deh ada di situ,dan kalo mau hapus akun thread trsbut maka otomatis akun ig akan terhapus juga jadi hati² yh;negatif
Mr.Rap's;4;07/07/2023 12.19;tambahkan fitur musik bah, kayak di instagram tuu;positif
Keyla Jaladara;1;07/07/2023 12.19;apk ini bikin AKUN INTAGRAM ILANG;negatif
Ina Rahmah;5;07/07/2023 12.19;males k skolaaaa😔😓;positif
miki sahputra;5;07/07/2023 12.19;Mantap mas mark;positif
Siti Fathimah;1;07/07/2023 12.19;Kok eror ya di HP ku? Apa ga suport Pa gimana ini?;negatif
Pina Sulistiawati;2;07/07/2023 12.19;Gak ada translate yah;negatif
Putu Andika;5;07/07/2023 12.18;Keren;positif
Nurfeyja Habu;4;07/07/2023 12.16;Udah bagus tinggal tambahin fitur translate;positif
GilangAjharAswari;1;07/07/2023 12.16;Masih aneh tiba tiba bio ilang tulisan follower tiba tiba gak ada kaya belum fix sistem nya berubah ubah;negatif
Abdu Rohim Hamdani;5;07/07/2023 12.15;Baguslah bisa di gunakan dengan baik;positif
Reilo G. Arvares;1;07/07/2023 12.14;Kenapa aplikasinya selalu mengalami bug saat ingin refresh? Gimana sih ini tolong diperbaiki secepatnya dong 😅;negatif
Clarine Wibayama;1;07/07/2023 12.14;Gatau kenapa Gak bisa di pakai apknya;negatif
Zidan Nahdi Sulaiman;1;07/07/2023 12.14;kok ga bisa diinstal sih??;negatif
Benni Widodo;4;07/07/2023 12.12;Mantap;positif
Albari Haidar Zuhdi;1;07/07/2023 12.11;UI eror;negatif
Arum novita93;1;07/07/2023 12.10;Masih eror tar kalau dah bagus saya tambahin;negatif
Muhammad Rafli;3;07/07/2023 12.09;Terlalu Random isi beranda, tolong dong yg dimunculkan hanya yg difollow saja. Ini semua genre masuk🥴;netral
Muh Ali Fikri;4;07/07/2023 12.08;Tanya bagaimana menampilkan akun ini kembali profil ig;positif
kevin Ayorbaba;2;07/07/2023 12.07;aplikasi suka tiba tiba berhenti, lagi scroll tiba-tiba keluar sendiri;negatif
Eiysoen;1;07/07/2023 12.07;Seandainya dm bisa lewat messeger;negatif
Ridho Ananta;1;07/07/2023 12.05;apk ny eror pas scroll kebawah malah gambar nya itu jdi luntur gitu tolong di perbaiki lagi🙏;negatif
Muhammad Barra Rafansyah;1;07/07/2023 12.01;Ga ada fitur pekobnya, sama fitur simpan;negatif
KHUMAIRAH OKTAVIANI;4;07/07/2023 12.01;Mantap min👍👍 cuma nda bisa pegang lebih dari 1 akun, ditunggu update terbarunya;positif
Deky Rakan;5;07/07/2023 11.53;Twitter rasa instagram;positif
Carent21;4;07/07/2023 11.51;"Bagus banget.. cuma tolong tambahkan fitur ""sematkan"" "" tagar"" dan bisa untuk banyak akun :).. ga cuma satu akun utama saja gitu sih:).. Kalo sudah ada aku kasih bintang 5.. yah dan saya tahu ini masih awal.. tapi ini sedikit saran dari saya.. dan banyak dari teman saya yang mengajukan yang seperti saya sarankan";positif
Estu Ertiya;5;07/07/2023 11.51;Cakep;positif
Sulaiman;1;07/07/2023 11.50;Bug woyyyy di benerin;negatif
andi riris;5;07/07/2023 11.49;Bagus banget deh;positif
Davina Adi Sofiya;3;07/07/2023 11.49;Untuk sementara saya kasih binta segini dulu. Ada bug force close. Semoga segera diperbaiki dan bertambah fitur yang lain. Terimakasih;netral
fadilaepsilonn;1;07/07/2023 11.48;error;negatif
Muhammad Supian Noor;1;07/07/2023 11.47;there is no send message feature;negatif
ABDUL ROZAQ SYAMSURI;1;07/07/2023 11.46;Error;negatif
joshua Hutagaol;1;07/07/2023 11.46;Glicth pada tampilan saat mode gelap;negatif
Sukinoo 72;5;07/07/2023 11.45;Bagus aja;positif
Zendos Tutorial;5;07/07/2023 11.45;Aplikasi nya bagus gk kyk blue bird;positif
katherine;1;07/07/2023 11.44;bug nya parah banget, layarnya jadi crash;negatif
Stefanus Albert;4;07/07/2023 11.44;Di S21 FE tampilan putih doang cuy aowkaowkaok.. temen gw bilang itu ngebug;positif
Regi Hapis;1;07/07/2023 11.43;Nggak bisa masuk ke aplikasinya;negatif
Irwandi;1;07/07/2023 11.42;Aplikasi erro;negatif
Cut Alya Ulmuna;1;07/07/2023 11.41;Error woyy sering keluar sendiri aplikasi,kalau ngga niat buat ngga usah buat lah njirr;negatif
Arief Nugroho;1;07/07/2023 11.41;ikut2an ahh b1 hhh;negatif
Muhamad firman Firdaus;3;07/07/2023 11.40;Tambahin fitur penerjemah dong;netral
tegar pandu;5;07/07/2023 11.38;tegarajjy follow ya nanti follback;positif
Luthfi falah Rizqullah;5;07/07/2023 11.37;Baru download di follback mami lemontea🗿;positif
Akhtar argia;1;07/07/2023 11.36;Aplikasi ini masih banyak bug nya. Salah satunya sering force close sendiri ketika saya sedang menggunakannya. Tolong segera diperbiki, ini sangat menganggu!!;negatif
1E_144_hana Dewi laili;1;07/07/2023 11.36;Habis main ini Instagram saya ngebug ga bisa dibuka hadeuh segera perbarui kembali apk ini seperti twet;negatif
Sulchan pmh;5;07/07/2023 11.35;Keren saya suka;positif
Fajar Yuspandi;1;07/07/2023 11.32;Kenapa GK bisa upload foto malah keluar sendiri;negatif
7Up・ Kentang;1;07/07/2023 11.31;Error atau bug sih emang untuk apps ini butuh kapasitas ram brp supaya ga error krn hp gw sendiri ini Ram 6/32 Maaf untuk sementara bintang 1 dulu;negatif
Lintang Putra;5;07/07/2023 11.30;mantep;positif
bhazingan koe;1;07/07/2023 11.29;Pecah layarnya lag smua;negatif
GL 123k;2;07/07/2023 11.28;Mau nanya ini kenapa ya layar hp aku kalau login threads terus di geser getar getar;negatif
difya maharina;2;07/07/2023 11.27;Mirip twitter 🥳;negatif
tom tom's;1;07/07/2023 11.27;Baca2 komen malah force close sndri;negatif
Eko Kurniawan;1;07/07/2023 11.27;Ada bug, pas dibuka tiba tiba layar kek bergaris semua Tolong diperhatikan dan diperbaiki;negatif
Killua D. Irfan;3;07/07/2023 11.27;Mirip Twitter;netral
Indo Digishop;1;07/07/2023 11.26;Ngebag;negatif
Widyanti W. Rimosan;1;07/07/2023 11.25;Kok eror yah mls bngd;negatif
Alpha Zero;2;07/07/2023 11.23;Masih ada bug wajar baru rilis, pas buka balasan komentar untuk komentar suatu postingan malah keluar apk sendiri;negatif
boy 10;5;07/07/2023 11.22;Yg ngasih bintang 🌟 buzzer nya si elon;positif
Bondan Ramadhan;5;07/07/2023 11.21;Aplikasinya cukup menarik dan kurangnya seperti path;positif
Aergloo;4;07/07/2023 11.21;gaesss tau kok masih pada bermasalah sama aplikasinya, gua juga.. notif berantakan, gabisa liat siapa yang belom follow atau udah follow.. tapi aplikasi ini kan baru launching jadi pastinya banyak masalahnya.. jadi doain aja di next update nanti, lebih baik dari yang ini.. kita tungguin aja update selanjutnya;positif
Isna Nawa;3;07/07/2023 11.20;Buka threads orang sering force close;netral
cipa;3;07/07/2023 11.18;hari ini sering force close trus tiap mau posting;netral
Harits Abid PKL;2;07/07/2023 11.17;Punya gw ko ngebug ya;negatif
Rian Arma Saputra;1;07/07/2023 11.17;Bug dan error;negatif
Iksan 07;5;07/07/2023 11.16;Baru mau coba;positif
Prayoga Aprianto;1;07/07/2023 11.16;BUG APP TERHENTI DI XOAOMI 11T PRO ( 12/256 );negatif
Abiyyu Akhdan (Abby);5;07/07/2023 11.15;Better than T;positif
Aldi Saputra;3;07/07/2023 11.13;Gak tau kenapa setiap buka beberapa threads tertentu selalu force close, di MIUI;netral
Hanabi Yasuraoka;1;07/07/2023 11.12;Masih banyak kurangnya 🤧 gk ada translate,, Terus yg lewat di beranda kebanyakan centang biru semua,, gk ada fitur light mode & dark mode, kirim pesan,, #trending,, mau komen plus pake foto malah error / gagal terkirim,, Minimal perbaiki bug juga & kurangnya fitur Threads;negatif
Asyraf Naufal;4;07/07/2023 11.12;Tambahin fitur hashtagnya, gabisa filter pemilihan fotod galeri, jadi kalo mau upload foto lama harus scroll dulu kebawah;positif
Bima Nuswantoro;1;07/07/2023 11.12;masih banyak bug, kalo udh di fix bakal update rating;negatif
havid havid;4;07/07/2023 11.10;Bagus sih ....;positif
Gina AB;3;07/07/2023 11.10;Udahh bagus, cuma untuk konten yang disediakan untuk threads nya tolong disesuaikan dengan minat masing-masing akun, isinya jadi boring, juga beranda threads nya cuma diisi dengan pengguna centang biru, agak ribet kalau harus disembunyikan/diblokir dulu;netral
Awas Iwak Galak;5;07/07/2023 11.06;💯;positif
Gilang Trader;3;07/07/2023 11.04;the application has a bug when uploading photos;netral
Nabil Aswangga;5;07/07/2023 11.04;Good app👍🏻;positif
edi massani;5;07/07/2023 11.03;Good;positif
Wen Ade Rio;3;07/07/2023 11.02;Ninggalin jejak dulu apk baru😂;netral
Afif alzamzami;5;07/07/2023 11.02;Yg bilang qplikasi nya gak berjalan dengan baik, hp lu nya aja yg kentang cees😁😁;positif
Satria Darmawan;1;07/07/2023 11.00;Dtunggu;negatif
Al-Ahmad Zainal Ilmi;5;07/07/2023 10.59;Mantap gan. Jadi fomo semuanya, tapi asik;positif
Arkham Fauzan;5;07/07/2023 10.58;Simpel sekali aplikasinya dan sangat mirip dengan twitter hanya saja masih belum terdapat fitur direct message serta fitur trending.;positif
Muhammad Alfin;4;07/07/2023 10.57;Oh ini toh yg lagi rame;positif
BunnyhopMaster;1;07/07/2023 10.55;glitch/ bug tampilan home nya;negatif
Alzhen;5;07/07/2023 10.51;menarik;positif
Yoga Fahrur;1;07/07/2023 10.50;Apk bug;negatif
raa;1;07/07/2023 10.50;gmn yh masih eror eror begitu. notifny jga rusak hue;negatif
June Wind;1;07/07/2023 10.49;Gx bisa upload foto su;negatif
Adi A Rahman;5;07/07/2023 10.45;Aplikasi yang bagus. Kompetitor aplikasi yg sangat kompetitif. Lebih mudah ketemu dengan teman2 karena ter integtitas langsung dengan medsos yang lainnya.;positif
diwan dwan;5;07/07/2023 10.44;Saling support ya guys @blackdwayn;positif
Ahmad Nurul Furqon;3;07/07/2023 10.42;Force close padahal baru aja install, app juga udah update ke versi terbaru masih aja force close.;netral
mf dzaki;1;07/07/2023 10.41;Gak bisa save image, gak ada who to follow, beranda gak mengikuti rekomendasi, gak boleh upload corn, tampilan plak-ketiplek Twitter. mabok janda keknya nih si mark kadal kocak;negatif
Juniharta Giri;1;07/07/2023 10.39;Padahal fiturnya ok, tapi kenapa gabisa singkron antara Instagram dan Threads malah ada yang logout baru buka salah satunya;negatif
Siswaji Ahmad;4;07/07/2023 10.38;Ada yang kurang dari apk yaitu translate nya gk ada, jadi saran saya tolong di tambahkan agar semua orang dapat memahami bahasa luar;positif
Moch fariz Al farizy;5;07/07/2023 10.38;Wah keren;positif
Dafa Fairuz Rizqullah;4;07/07/2023 10.38;Ok.;positif
Dwi Wildan Risqi Perihati;1;07/07/2023 10.37;tulisannya bergetar getar kaya mau rusak mungkin bug jadi tolonglah diperbaiki saya juga pengin ngethreads gasieeh;negatif
Aichoco Channel;1;07/07/2023 10.37;Sering Force close saat menambahkan foto dikomentar dan melebihi dari 1 foto.;negatif
ramzi .rqmziouyy;5;07/07/2023 10.37;Bagus bgt berasa kek selebgram aja ni apk;positif
Ridho Projects;2;07/07/2023 10.36;Profil gak ad dan gak bisa masang profil, sudah ganti tapi tetep gak muncul profilny Masih banyak bug;negatif
Vinz Eury;5;07/07/2023 10.36;Best...;positif
Bim Po;1;07/07/2023 10.36;bug UI tampilan di beranda tertimpa;negatif
Saputro YD;1;07/07/2023 10.35;Bikin thread, keluar sendiri maksud e apa?;negatif
Milyhya;2;07/07/2023 10.31;There's a glitch that I can't read anything;negatif
hhmm;4;07/07/2023 10.30;Pengalaman saya selama ini di hp oppo realme c2 OS 9.0 pas mode gelap bawaan dari realme nyala, aplikasi Threads ngebug dengan tampilan menumpuk dan berulang terus. Namun setelah mode gelap bawaan realme saya matikan aplikasi Threads dapat berjalan dengan normal.;positif
Dio Gaza;1;07/07/2023 10.27;Buka komen sering force close;negatif
keisya pratiwi;1;07/07/2023 10.26;kaya tai anjr gajelas ngebug;negatif
Hamzah Nur Ardiansyah;5;07/07/2023 10.25;Komen Duluan Ah Sebelum Jutaan 🤣;positif
puja hasna alifiani;4;07/07/2023 10.25;sipp, aman, tambahin mode gelapp;positif
Tsania Fadhilah;1;07/07/2023 10.25;setelah mendowload ini tiba-tiba instagram saya bug,dan sampai sekarang tidak bisa dibuka instagram saya;negatif
Maira Zahra;1;07/07/2023 10.24;apk sangat jelek, gara-gara download ini jdi gbisa buka ig 🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻;negatif
Grisvian Taidianata;5;07/07/2023 10.22;Keren juga;positif
Tego Ansa Putra;1;07/07/2023 10.20;Aplikasi rusak ini;negatif
Risqi Ramadani;4;07/07/2023 10.20;good app but still lots of bugs;positif
Ashalfahmal Sapar;1;07/07/2023 10.20;buruk banget ni aplikasi nyesel gwa downloadnya buat kalian gak usah download ni apk bahaya banget data data kalian;negatif
Habib Muhammad;1;07/07/2023 10.13;Tampilan ngebug;negatif
Herry Teknik;1;07/07/2023 10.12;Setiap login selalu terkeluar sendiri dari instagram! Mohon segera perbaiki 🥴;negatif
Travis Favian M;1;07/07/2023 10.12;Udah bisa liat bok😁p ga mark soalnya twiter kan gratis vpn masa threads enggak nyuakkk;negatif
Andini Simarmata;5;07/07/2023 10.12;Okee;positif
Andy Januarta;5;07/07/2023 10.08;tampilannya sangat simple, menarik dan karakter kalimatnya pun juga bisa 500-an per-kata. tapi masih ada 1 fitur yg belum diaktifkan yaitu setingan terjemahan bahasa dari berbagai negara di dunia.;positif
Muhammad Zainul Amri Officials;3;07/07/2023 10.06;Tolong di fix: tidak bisa memposting foto yang tersimpan dari Instagram dan mengalami force close.;netral
Rafly Setiawan;1;07/07/2023 10.05;Baru download bbrapa jam yg lalu, udah mulai muncul bug nya aduug padahal seru dan udah mulai muncul APLIKASI TERHENTI, notifikasi gak muncul, masih bayi kali ya jadi harus ada penyesuaian. Tapi kalo bisa secepatnya di perbaiki sih kalo gak mau kalah saing sama aplikasi burung putih;negatif
Annisa Reza Faradita;4;07/07/2023 10.04;Soalnya sering ada bug;positif
Pramesti Ayu;4;07/07/2023 10.03;Banyak bug.. wajar sih aplikasi baru lahir, diperbaiki lagi min;positif
Lily Wijaya;2;07/07/2023 10.00;Ga bisa di scroll;negatif
christo rico;3;07/07/2023 10.00;Kadang force close;netral
Hana Fathinah;5;07/07/2023 10.00;Goodd;positif
An Dik;5;07/07/2023 09.56;Ngak tau main nya yg penting pakai 😭urusan bisa belakang yg penting update 😭;positif
Andre Alstar;5;07/07/2023 09.56;Mantap;positif
Wayan;5;07/07/2023 09.55;Kalahkan pak elon;positif
Kin 27;5;07/07/2023 09.54;Lumayan;positif
Ima Ammonite;1;07/07/2023 09.52;Aplikasi pemaksaan kalau kalian daftar aplikasi pakek Instagram kalian aplikasi itu kagak bisa di putus.;negatif
Raafiazzah 1231;2;07/07/2023 09.52;Masih sering Force Close;negatif
Garuda Gaming;4;07/07/2023 09.52;Dikembangkan lagi agar sempurna sepenuhnya.❤️✨;positif
Muhammad DAFFA ALFARIDZI;1;07/07/2023 09.52;Aplikasi ini udah bisa di donwload tapi ko masih ada eror nya gimana sih threads, pas saya mau scroll ke bawah tampilan nya jadi eror, tolong di perbaiki;negatif
Ferli Ferli;5;07/07/2023 09.50;Aku download ini demi arhan 🗿;positif
Ahmad Wafa;5;07/07/2023 09.49;Bagus suka dan enak orangnya warganya nggak baperan orangnya santuy² ga kayak apk Laen deh;positif
Efan Dholah;5;07/07/2023 09.47;Tambahin dm;positif
LolixHunter;1;07/07/2023 09.46;Suka forclose sendiri;negatif
realme 10;2;07/07/2023 09.46;Ini yg ktanya lawan Twitter;negatif
Ibnu Fachrezi;1;07/07/2023 09.45;Glicth pak jukebek;negatif
amen lim;3;07/07/2023 09.45;masih banyak bugs, tolong di perbaiki :);netral
Sutan Maulana;5;07/07/2023 09.45;Aplikasi nya bagus dan fiturnya cukup memuaskan, untuk kedepannya bisa ditingkatkan lagi;positif
Ridwan 1310;5;07/07/2023 09.44;"Very good, this application can be an alternative, it's just that some features that I want for the future are: 1. Specific time not just using a time caption like ""5 hours ago"" but also with specific hours and minutes based on the user's region time. 2. Translate 3. Direct Message";positif
Botol KecapS Tech;1;07/07/2023 09.40;Perijinannya serem;negatif
bila;5;07/07/2023 09.36;gatau lucu aja;positif
Mybe Ku;5;07/07/2023 09.36;Cuman tinggal peningkatan lg, maklum masih baru;positif
Rafif Ahmad;5;07/07/2023 09.36;Bug banyak cuyy;positif
Sari Wirahmadani;1;07/07/2023 09.35;Aplikasi sering keluar sendiri;negatif
Herkulanus Andrew;5;07/07/2023 09.34;Lebih seru daripada Twitter Lebih kece daripada Twitter Sangat semru daripada Twitter;positif
Nindi Salsabila;1;07/07/2023 09.30;gabisa liat following, error terus;negatif
Samuel Gamers;5;07/07/2023 09.29;Sangat bagus, semoga tambah baik lagi;positif
Haidar Mukti;3;07/07/2023 09.29;Saat scrool komen jika pemilik akun membalas utasnya sendiri sering keluar sendiri;netral
Rangga;3;07/07/2023 09.28;Masih ada beberapa fitur yg belum ada seperti simpan gambar, translate,dll;netral
Jihan Swailim;1;07/07/2023 09.28;punyaku masih sangat error kyak ketimpa² gitu,jd belom bisa digunakan;negatif
PERDI MULYANA;1;07/07/2023 09.26;Hati hati !! mark bakalan jual data kaya facebook dulu, gila gua kaget data yang di minta banyak banget, ..;negatif
Mohammad Sakti12;3;07/07/2023 09.24;Terjadi bug saat memakai mode gelap mohon di perbaiki. Dan mohon di tambahkan mode gelap di aplikasi sendiri biar GK silau;netral
Ardiansyah pongolingo;5;07/07/2023 09.23;kerenn bgt sukakkkkkkk;positif
Rizki Fadilah N.I;1;07/07/2023 09.20;Download ni apk cuma penasaran aja, palingan nanti balik lagi ke twitter Edit : Mataku silau melihat tampilan putihnya antarmuka alias gada mode gelap;negatif
Laily fathya Agnadien;5;07/07/2023 09.20;Bagus cuman kadang rada ngelag tapi gpp sih wajar soal nya baru;positif
Jeffry Sufianda;1;07/07/2023 09.17;Apaan dah nih apk, zucc nya ga ngotak kayak standar komunitas facebook.;negatif
Mahmud Abbas;5;07/07/2023 09.16;Aplikasinya bagus. tapi harus ditambahkan fitur dark mode, kirim pesan secara pribadi dengan teman, dan satu lagi tolong di update agar support di browser atau desktop komputer. Kan ada beberapa orang yang belum punya handphone;positif
HAFID 1140;5;07/07/2023 09.14;Gokill mantap aplikasi nya 🔥;positif
Abu Hallo;3;07/07/2023 09.14;Mode gelap tong diadakan;netral
Muhmmad Ekyy01;5;07/07/2023 09.10;Bagus;positif
Reval psik;5;07/07/2023 09.09;Bagus;positif
AndraWbD;1;07/07/2023 09.07;gimana cara hapus akun tott;negatif
Rizki Sinaga;5;07/07/2023 09.06;Untuk aplikasinya lumayan bagus;positif
Mujahid Ghiza;5;07/07/2023 09.05;Gw kasi bintang 5 walaupun blm ngerti;positif
Bersyukur Hope;1;07/07/2023 09.04;Belum bisa di pakai di scroll msh banyak bugny dan tidak kelihatan - tolong diperbaiki lagi;negatif
Salman Al farisi;5;07/07/2023 09.02;Gak nyangka sebagus ini apk nya untuk developer mohon dikembangkan lagi ya supaya bisa lebih seru disini tuh ngobrol bisa mutualan juga bisa seru banget lagi;positif
ム刀りリ乇ᄊの尺リ;5;07/07/2023 09.01;Ni apk buat apa sih sbnernya cok ? Apa keunggulanya;positif
Anky;2;07/07/2023 09.00;Aplikasi bagus, sayang saya sedikit ada masalah ketika meng-upload foto, selalu crash. Mohon diperbaiki;negatif
Testi Kaos distro;2;07/07/2023 08.59;Masih suka error;negatif
Iwan Gelek121;5;07/07/2023 08.57;Ga ada sih bagus;positif
Adwiitama Assegaf;1;07/07/2023 08.57;Diandro ngebug, tulisan ketimpah timpah gajelas wkwkw;negatif
Emrozi;1;07/07/2023 08.57;Pas di scroll tampilan jadi tumpang tindih;negatif
ADIS SETIAWAN;5;07/07/2023 08.56;Udah bagus.. Tapi update berikutnya di tambahin mode gelap lebih keren 👍;positif
Ikko Lestari;4;07/07/2023 08.55;Kenapa ya tiap mau scroll kebawah pasti tulisan nya pada blur kaya gak jelas gitu;positif
Rahmat Sidi;5;07/07/2023 08.54;Aplikasi yang sangat keren, fiturnya lebih lengkap dibandingkan aplikasi tetangga sebelah. Bismillah, iPhone dan MacBook Pro.;positif
AGNES SITOMPUL;1;07/07/2023 08.53;Bad app;negatif
Ordzhonikidze;1;07/07/2023 08.53;Usernya pindahan twittard cuy pada sok elit;negatif
Mohamad Faisal Jaelani;4;07/07/2023 08.50;Threads udh bagus, tapi masih ada bug seperti suka force close atau keluar sendiri dari Threads nya. Mungkin di update selanjutnya bisa di benahi.... semoga aja secepatnya dibenahi soalnya ini aplikasi keren bgt;positif
Intann Sosmed;3;07/07/2023 08.49;tolong perbanyak fitur baru, seperti bisa login beberapa akun, terus fitur notifikasi nya jga di bedain biar ga campur mana yang sudah di follow atau belum🙏🏻;netral
imma m;1;07/07/2023 08.49;apa pecah klo dibuka gambarnya;negatif
ul az;5;07/07/2023 08.49;😍;positif
Novella Sekar;3;07/07/2023 08.46;suka ngebug anjay;netral
Maulana Ahmad Sofi;5;07/07/2023 08.45;Keren;positif
Didik P;5;07/07/2023 08.42;Ditingkatin lagi;positif
Pialadunua Pernopan;5;07/07/2023 08.41;Pengganti apk sebelah;positif
Muhammad Izzaul Haque;3;07/07/2023 08.38;Bintang 3 dulu, kalau bagus keknya ntar update. Kalau ndak lupa...;netral
Sudarman Amar;5;07/07/2023 08.37;Saya suka saya suka 😅;positif
C-9C Gede Valendra;5;07/07/2023 08.37;Di hp gw aman-aman aja tuh ga ada bug, mode gelap juga, aman~;positif
Zambil Adam;5;07/07/2023 08.35;End game;positif
