userName;score;content;label
riris arbita;4;Mohon bantuan nya dong. Aku mau upload foto ngga bisa. Selalu keluar terus tiap kali mau upload foto. Mohon bantuannya 🙏;positif
Rizki Mitra Hamdani;5;Aplikasi baru dan konten tekstual yang buat orang-orang gak melulu konten foto dan video...;positif
Aly Mahdlor;1;Bisa gak.. jangan nyangkutin sama ig. Gua pengen make tapi Gua gak punya ig. Itu aja si minusnya. Akhirnya gua hapus lagi.;negatif
Wolf Gaming Banggai;3;aplikasinya udah bagus tapi setiap kirim gambar selalu keluar sendiri mohon perbaikannya🙏;netral
Tz• Nando;1;Gak bisa di download, pasti gagal terus. Padahal memory masih ada sisa 20GB, jaringan juga lancar;negatif
Moh Arif Kurnia Rahman;4;Bagus sih Mirip sama aplikasi sebelah sih, mungkin ini bakal jadi saingan, bahkan sampai ke fiturnya;positif
Rangga;3;Masih ada beberapa fitur yg belum ada seperti simpan gambar, translate,dll;netral
anindia angie;4;butuh fitur translate pake bgt!! butuh fitur buat bisa save foto jugaaa;positif
Vannya Yulistyanti;5;semoga ga ada iklan atau fitur berbayar yg mengganggu kenyamanan pengguna disini.;positif
Kharisma Cellx;1;Aplikasinya eror, tulisan bertumpuk-tumpuk dan kabur. Sudah saya download ulang pun hasilnya sama saja;negatif
Melissa;5;Sangat luar biasa aplikasi ini, saran saya dengan mendaftar akun Ig ke trands tidak perlu semua di riset 💟💟💟;positif
Wannur Khairani;4;Halo developer, saya awalnya lancar post gambar, tetapi sekarang sudah tidak bisa, mohon diperbaiki;positif
Andry Bubutkayu;3;Aplikasi nya udah bagus, tapi kenapa ya setiap saya masuk pasti ngebug dan pecah pecah? Padahal pengguna lain tidak seperti itu 🙏🏻;netral
Muhammad Rifat;5;UI keren, smooth. tp masih banyak yg perlu di update. keren meta!;positif
Viral YT Official;4;klo unggah lagu² ataau video gk bisa muat panjaang duraasi nyaa ,mohon untuk bisa unggah lebih panjang lagi biaar trend seperti aapk HELO;positif
jose tirta;5;Aplikasi nya bagus cuma masih ada banyak bug tolong perbaiki lagi yah makasih;positif
Gading Arta;5;Widih baru muncul dah rame aja, tapi masih kurang si, fitur translate belum ada;positif
Amir salim;1;Aplikasi gak bisa scroll masih lelet numpuk² gitu? Gimana sih tolong di perbaiki.thanks!;negatif
Ridho Ananta;1;apk ny eror pas scroll kebawah malah gambar nya itu jdi luntur gitu tolong di perbaiki lagi🙏;negatif
Hendyeka Putra;2;Baru install... Tampilannya masih ada bug... Segera diperbaiki ya;negatif
Nov Ayu;3;Aplikasinya lumayan,tapi saran saya ditambah fitur save gambar dan trending;netral
Charisma Rahmayanti;5;Semoga ke depan ada fitur translate dan utk beranda (home) hanya menampilkan akun yang kita follow atau memiliki niche yang sama;positif
Arif Sofiyan;5;Mudah ringan dan simple penggunaan nya, kerennn kayanya bakal jd tren baru nih;positif
Muhammad Ali Usman;2;Masih banyak bug. Salah satunya tidak bisa scroll di halaman aktivitas;negatif
Rizal Aimar Mahfud;3;Aplikasi nya bagus. Cuma 1 yg kurang. Tolong kasih fitur translate dong;netral
Riinn han;2;Sempat bug,jadi saya coba download ulang lagi semoga aja lebi baik dari pada yang awal tadi;negatif
Mustika;2;Weee kenapa semenjak make ini Instagram malah ngebug????? Tiba2 keluar gtu aj??;negatif
Siska Yulia;2;Nyesel gua download, setelah download ini malah akun ig sering kena pelanggaran padahal ga ngapa ngapain, sampe gabisa akses beberapa hari;negatif
Ratu Zalfa;5;Aplikasinya bagus tapi kenapa sering logout terus dan di akun ig pun logout.;positif
Nurul Azkia;5;Maaf mau tanya kenapa di saya layarnya itu selalu ga bisa di kebawahin sama agak eror gitu kaya double gitu jadi kaya eror gitu;positif
ahmad suhendang;1;Yg masih gabisa buka Threads nya atau masih eror ,pas buka apk jangan pake mode gelap.;negatif
Riyan Arrusdi;4;Bagus sih tapi banyak fitur yg GK ada seperti translate dan ku maklumi karena app baru;positif
Fatimah Tsurayya;3;Lumayan si, tapi ga ada fitur translate ama dark modenya😢, suka error juga;netral
Febrian F.K;3;3 bintang dulu soalnya minim fitur, masih jauh untuk bersaing dengan twitter....;netral
I Wayan Suhendrawan;4;Update-an terbaru kok aplikasinya ngeleg ya? Jadi gak nyaman buat scroll;positif
Andi Saputra;2;gw kira ketika didonlot jadi apilkasi sistem dan masuk ke ig tapi ternyata malah nongol di bilah aplikasi jadi malas auto del;negatif
Raffa Dinara;2;bikin app kaya gini bisa, tapi bikin double verification biar ga ke unfollow orang kg bisa gmn sih malu udah ke unfollow tmn gw 2 kalian nanti alasan apa lg yg w ksh ke dia 😒;negatif
Aulia Putry787;4;Apk bagus mohon di kasih tambahan translate agar mempermudah dari pada bolak-balik ke google translate;positif
Kokoro Mirasan;3;Mohon maaf ini kenapa tiba tiba app nya jadi error gini ya?? Tolong perbaiki;netral
Christopher Alfiano;1;Terlalu monoton dan kembali nostalgia ke jaman awal facebook terbentuk. Sudah gitu nagih hutang , akun langsung di banned , lebih baik twitter deh;negatif
Dwi Wildan Risqi Perihati;1;tulisannya bergetar getar kaya mau rusak mungkin bug jadi tolonglah diperbaiki saya juga pengin ngethreads gasieeh;negatif
A.Dirgahayu Attaya;4;Bagus bangett tapi sayangnya ga ada topic trending gituu terus kalo kita search pasti yang muncul akun akun doang ga ada kek postingan orang lain;positif
Raplyyy;3;buat fitur translate, ama perbaiki bug force close nya..;netral
Bayu Gatra Wanarus;5;Aplikasinya keren kok banyak yg bilang lemot..tapi kok saya lancar2 aja ya, keren kok;positif
Vetra AinzO_o;4;Untuk UI atau InterFace mirip sama Twitter dan bahkan Mampir sama cuma beda Warna tpi Krn Login ny bisa Melalui IG jdi lebih mudah Overall Apk buat Saingin Elon Musk;positif
Elin Karlina;5;Aplikasinya perlu di perbaiki lagi, tambah fitur penerjemah bahasa.;positif
F RS;1;Tampilan aplikasi pada handphone saya masih error entah bug atau tidak sesuai. Jadi saya tidak bisa menggunakanya;negatif
Pramesti Ayu;4;Banyak bug.. wajar sih aplikasi baru lahir, diperbaiki lagi min;positif
Sofi Diya;3;1. Tolong pisahin antara publik sama orang yang kita ikuti. 2. Balikin lencana threads yang di ig *nyeselhapuslencana. 3. Di hp gw ada bug 4. Tolong tambahin fitur ;netral
Hadian Rubby (Dian);5;Sangat menyenangkan memakai aplikasi threads memberi pengalaman baru bagi saya dalam bersosial media..;positif
kevin Ayorbaba;2;aplikasi suka tiba tiba berhenti, lagi scroll tiba-tiba keluar sendiri;negatif
Pen Vinci;2;Tolong di hape saya malah kayak hancur aplikasinya.... Saya refresh2 malah ketimpa jendela satu dengan yang lainnya;negatif
mister krempeng;3;Tolong perbaiki bug wktu ngelihat followers dan following akun threads,kdg ga bisa di lihat,di refresh berkali kali ttp ga bisa;netral
Dinda Dzakira;1;"akun aku hilang gara"" ngeuninstal threads, apk apa sih ini, yang nyiptain apk ini stress anjg, segitu nya bgt kah sampe harus ikut ngilangin akun, supaya ga ada yg ngeuninstal threads?, gitu cara nya?, stress sumpah ini apk ga guna, udah ngikut""in tweater, apa coba 🤬";negatif
Rizki Ar;3;Saran Untuk Menambahkan Fitur Di Dalam Aplikasi Threads Yaitu Fitur Beralih Akun Secara Manual Di Aplikasi Threads Tanpa Harus Ke Instagram;netral
gudang rack;1;enggak bisa login, pilihan login hanya tersedia ketika kita memiliki instagram, maksa kita harus install instagram dan bikin akun instagram dulu, uninstall;negatif
Mohamad Nur Ilham;2;Perlu di update lagi sih ini Habis sembunyikan lencana threads di profil instagram masa ga bisa balik lagi... nyesel kecewa;negatif
Naufal Tito Fajrian;1;Saya baru coba kok muncul bug. Padahal hp saya baik-baik saya. Tolong dong dari pihak threads;negatif
PRIYO VIEW;5;Tolong untuk tambahkan kolom trending, dan hashtag dapat berfungsi di aplikasi ini 🙏🏻;positif
Muhammad Alif Gibrand;5;apk bagus bgt,klo bsa jangan sampai ad tmpt chat pribadi.biar jadi ciri khas dri apk itu sendiri.;positif
Dhimas Satya Yunanto;5;Next pembaruan aplikasi yg akan datang, kalo bisa ada fitur download fotonya dong kak, seperti di Facebook;positif
Lulu royani;5;Bagus sih rapi banget tapi fitur fitur nya emang masih kurang aja tapi moga aja kedepannya makin baik;positif
Ifan Aceng;3;Apk udah bagus, cuma tolong benarin ID Lancana Threads yang di hapus bisa di muncul kan lagi.;netral
Yaya Restia;2;kenapa sih mau upload foto di thereads ga bisa malah kembali aku kasi b2 dulu deh ananti klo udh bisa baru;negatif
Dede Agung Bachtiar;1;jelek, ga follow tapi muncul di feeds. balik ke twt aja kalo gini.;negatif
Yaudah iya Gw aneh;1;Saya mengalami sesuatu bug yang terjadi di Threads,Yaitu Semua postingan yang saya scroll mengalami glitch;negatif
ZOUAI SPACE;5;Bagus menurutku 😁, tapi tolong tambahin fitur translate bahasa.;positif
Robert Sidharta;1;Setiap mau mention langsung force close aplikasinya.. pakai HP Huawei nova 5T;negatif
Rizki Fadilah N.I;1;Download ni apk cuma penasaran aja, palingan nanti balik lagi ke twitter Edit : Mataku silau melihat tampilan putihnya antarmuka alias gada mode gelap;negatif
Aldi Saputra;3;Gak tau kenapa setiap buka beberapa threads tertentu selalu force close, di MIUI;netral
Muhammad Adi Nugroho;1;Tambahkan pencarian kata bukan hanya orang saja, tambahkan topik trending;negatif
Sutan Maulana;5;Aplikasi nya bagus dan fiturnya cukup memuaskan, untuk kedepannya bisa ditingkatkan lagi;positif
Galan Ashabal Yamin;5;Nice, standar komunitasnya diatur,jadinya nih apk gada tuh posting postingan hal yg berbau 4no. Hal-hal yang berbau aktivitas pemalsuan harus diban juga sih.semoga saja ada fitur report ,semoga semakin berkembang aplikasi ini.good job META👍;positif
Ayu Rhyn;3;Ribet, ngapain bukan aplikasi instagram saja yang dikembangkan saja. Ini harus menginstall 2 aplikasi. Ribet sekali. Mana harus nyari pengikut lagi di Threads. Huft egois bangetlah INSTAGRAM;netral
Andea Julvan;5;Overall dh bagus , mungkin klo ditambahin fitur translate lebih bagus;positif
Muhammad Helmi;2;Saya harap untuk login tidak menggunakan Instagram, gunakan metode new akun. Tidak terhubung dengan Instagram.;negatif
Nasrudin;3;saya bintang tiga dulu,dapat info app ini dari timeline di tiktok,katanya mau nyaingin twiter apa iya bisa 😁;netral
Muhammad Zaenal Abidin;1;Aplikasi eror teks tidak bisa dibaca mohon untuk ditinjau ulang;negatif
Tasya Ceisar;2;bug nya kebangetan banget, banyak yang tumpang tindih, tolong di perbaiki lagi!;negatif
Muhammad Ainul Yaqin;2;Saat scroll ini aplikasi masih belum lancar, tapi kalau scroll ig enak;negatif
Im Idnic;2;Bang tolong tambahin fitur translate aelah, ini biar gue paham kalo cokpop gue update, add translate feature please😭;negatif
Melya Queensoo;4;Bang!!! Tolong ada fitur bisa nyimpan foto dan video gitu donggg😩🙏;positif
kusumatirta;2;Banyak bug, trus apk nya ngga mulus masih banyak yg patah patah..;negatif
Fauzan;3;waktu saya pengen posting video durasi gak nyampe 3 menit selalu gagal posting pdahal internet saya lancar lancar;netral
Mas Sugeng;1;Jelek aplikasinya. Gabisa dimainin, hurufnya nyatu semua, gabisa dibaca;negatif
Fransiska Ayunik;3;kasih translate dong trus kalo ada postingan foto dibuat kek apk sebelah bisa di download kan keren;netral
Mawan 17;4;Kenapa ketika saya membuka aplikasi Threads tulisan yang ada didalamnya itu crash semua?;positif
aniq regita putri alifa;2;Tolong diperbaiki dong membatasi aktifitas tertentu kok ke gitu akun thread gue ga sebagus instagram sama tiktok;negatif
runa by;1;semenjak download threads, IG gue tambah eror cuyy. gapake ini aja ada bugnya, malah ditambahin. ckckck, perbaikin dulu bugnya baru bikin aplikasi baru;negatif
Terry _;5;Puas namun kenapa Threads ini ada bug ya, mohon segera di fix;positif
lavida aisyah;1;Teksnya bertumpuk² jadi gak bisa dibaca😭 tolong ya diperbaiki aplikasinya;negatif
Annas Hattaradian;3;Masih nunggu update perbaikan bug, terutama glitch di tipe smartphone tertenu;netral
Herry Teknik;1;Setiap login selalu terkeluar sendiri dari instagram! Mohon segera perbaiki 🥴;negatif
Cici Sefina;5;"Bagus, cuman belum banyak penggunanya aja...optimalkan fungsi"" baru";positif
Marxis Kanan;5;lumayan, tapi gak bisa save gambar. jadinya ga bisa nyimpen gambar mim/ meme dari qa dapa 😋;positif
Syafrudin Bachtiar R;1;Apk dibuka malah error ini gimana coba, gak bisa dipake jadinya;negatif
Ahmad Bilal;5;Aplikasinya sanggat bagus saya harap ada fitur terjemahannya seperti di instagram;positif
Sandy Risky Christian;3;Msih butuh bnyak update, contohnya bug saat logout gk bsa login lg;netral
Risna Prasita;3;Maaf aku kasih bintang 3 dlu,tolong threads buat fitur translate,kita yang download buat bujang² kpop kita,tidak mengerti bahasanya,tolong yaa threads Adain fitur terjemahan , terimakasih;netral
Indah Wulan sari;3;Lumayann sihh, harusnya ada fitur translet nya biar tidak ada kendala dalam berkomunikasi dengan artis atau idol luar negeri...;netral
Muhamad Mukromin;5;Mantep. Kedepannya semoga lebih banyak fitur yg dikembangkan. Sukses selalu instagram dan threads. 🥰;positif
katherine;1;bug nya parah banget, layarnya jadi crash;negatif
Z Greeg;4;"Bagus tapi sayang algoritmanya masih berantakan buat ngeload beranda aja masih muter"" di post itu"" aja";positif
Inggrit Setya Budi;5;Bagus sih, bisa jadi pengganti twitter kalau bisa ditambahkan lagi fiturnya.;positif
suroto ichang;3;Baru download hari ini. Belum tahu bagus tidaknya. Saya coba dulu ya. Kalo bagus ya auto bintang 5.;netral
Shinichi Vincent;4;Semoga makin baik ya aplikasinya, biar bisa moveon juga dari aplikasi burung biru hehehe;positif
Achmat Nur Febyanto;5;perfect app daripada twiter yang banyak peraturan, semoga aplikasi ini bisa berkembang maju daripada sebelah;positif
Puput Putrie;3;Tolong dong tambahkan fitur dark mode juga seperti di Instagram;netral
Ikko Lestari;4;Kenapa ya tiap mau scroll kebawah pasti tulisan nya pada blur kaya gak jelas gitu;positif
Zaky Copywriter;5;Aplikasi keren yg sangat membantu branding. Terimakasih. Semoga sukses selalu.;positif
Alvin Felano;1;Random banget feednya padahal gak follow jadi berantakan interface cuman basic putih;negatif
Gemini _ Nt;5;Bagus sih apknya tapi tolong tambahin fitur translet donk biar tau artis² favorite ngirim pesan apa.udah itu aja sih keluhannya;positif
1E_144_hana Dewi laili;1;Habis main ini Instagram saya ngebug ga bisa dibuka hadeuh segera perbarui kembali apk ini seperti twet;negatif
Yahya Latif Maulana;1;bug parah, masa baru login layar tampilannya di scroll jadi ancur gitu;negatif
Bima Nuswantoro;1;masih banyak bug, kalo udh di fix bakal update rating;negatif
Diva Wahyu Ramadhan;3;tak ada terjemakan bahasa. tak ada base ku pantau. mode gelap. tranding juga gada. tapi gapapa;netral
Bagus Perdana;5;aplikasi ini terbaik, lebih hebat dari aplikasi burung biru, terimakasih bapak mark.;positif
Erfandia;4;Tambahkan tema di linimasa biar keliatan fresh tampilannya...gak monoton hitam putih;positif
Agus Tofa;2;Masih bug... Aplikasi threads error... Stlah kata sandi IG diganti....;negatif
Gresia Ivanka;3;Masih terdapat beberapa bug. Dan belum ada translate bahasa.;netral
Acey Park;1;Tolong dong perbaiki aplikasinya, masa baru launching punya gua error;negatif
Virni Anggraeni;1;Instagram saya menjadi bug tidak bisa meng upload story setelah menginstal apk ini;negatif
Dano Aleksa;5;Overall bagus, tapi harus ada fitur terjemahan seperti di Twitter;positif
Dani Malik Ibrahim;4;Tolong beri fitur yang lengkap kek opsi terjemahan;positif
Victor Vantez;5;udah bagus, tapi tambahin fitur pinned, edit postingan, dan hastag 👍🏻;positif
RSK_ Labibsyah;5;Sudah bagus cuma harus ada beberapa update lanjutan lagi, kita butuh banyak fitur untuk mendukung kami aktif di akun threads .;positif
Aria Sakti Nugraha;4;Fiturnya masih sedikit, sesimple DM belum ada, tapi yah namanya baru sih;positif
Cipatuang Tabang;4;Link terjemahan caption nya belum ada, semoga di maksimal kan;positif
Adelia Sekar Pinasti;1;"msh ada bug jadi bikin patah"", teks saling tumpuk";negatif
Bondan Ramadhan;5;Aplikasinya cukup menarik dan kurangnya seperti path;positif
Jessica Grace;2;Saran bagus saya adalah bisa menambahkan beberapa akun untuk seharusnya bisa membawa jangkau banyak orang. Tapi sayangnya, tetap saya kasih bintang 2 dulu untuk sementara karena baru pertama kali saya pakai Threads ini dan akunnya juga tolong ditambahkan lagi sebagai multiply akun harus yang banyak yaaa.....Terima kasih untuk ulasan dari saya~;negatif
David Webb;5;Tolong diperbaiki, tampilan patah patah dan ada bug;positif
Adella Larassatie;2;Bug nya gila banyak poll dri awal masuk gegara bug sampe gabisa baca tulisan;negatif
Real admin Ben store;3;Bug. kok kalo di terusin di story Instagram gak kehapus 24 jam ya? padahal di ig orang dah kehapus;netral
Damaian Abiyyu;4;Aplikasinya sudah hanya saja tidak ada fitur terjemahan;positif
Syachreza Akbar;1;Kenapa pas baru di buka kalo kita scroll layarnya kaya ngikut jadinya ancur gt;negatif
Kepo Editz;5;Aplikasi nya bagus, cuman pas play video ga ada suaranya;positif
Jo Shua;1;Fiturnya gak lengkap, gak ada translate;negatif
Opet Papasi;3;Masih banyak bug,tapi gw yakin aplikasi ini bisa kaya Twitter sama Instagram;netral
Anwar Saputra;5;untuk hape lama kurang support, menunggu update selanjutnya;positif
IBENX;2;Tolong benerin bugnya teks salin menimpa teks lain yaa.error gitulah.;negatif
Chandra;3;butuh fitur save foto & translate, kalo perlu trending sama hashtags sekalian;netral
Hamid Alrosyid;1;Gak ada bedanya sama instagram. Cuman ketambahan bisa bikin puisi sama ngarang cerita aja.;negatif
Syuhudi Asy'Syarawi;3;Terdapat bug setelah di instal yaitu tidak bisa di buka;netral
Usamah 2010;1;Udh download tpi ttp ae msh GAK bsa msk pdhl signal BAGUS!!!!!👊🏻👊🏻👊🏻👊🏻;negatif
IKKE NURROANI;4;sudah bagus, tapi tolong dikasih fitur untuk bisa mengembalikan nomor threads di bio instagram yang kehapus;positif
Zaqi Attala;1;"Keluar""sendiri, padahal wifi lancar, memori gw juga masii penuh bgttt, nangiss";negatif
Syarifuddin 01;4;Nomer user threads di bio ig kok gak bisa dimunculin. Gimana si caranya supaya muncul. Permudah dong opsi nya;positif
Fahmin Nur Farizi;4;Cukup saran tolong threads tidak cuma berupa aplikasi di mobile tetapi juga ada di versi web;positif
Wahyu Kurniawan;5;Pertahankan dan update fitur lengkap agar nyaman;positif
Wnd Wnd;5;Lumayan bagus saran sih tambahin terjemahan teks nya sama supaya bisa chatan;positif
Riswan;5;Lebih baik dari tweeter yang susah login, aplikasi lumayan lancar,;positif
Fuuka Jirou;4;tolong tambahkan fitur simpan gambar dan translate;positif
Ahmad Nurul Furqon;3;Force close padahal baru aja install, app juga udah update ke versi terbaru masih aja force close.;netral
Yanualdi Sanjaya;4;aplikasi baru, masih ngebug glitch gitu jadi ga bisa liat apa apa;positif
Talenta Amelia;3;Kenapa perangkatku bilang app ini punya bug?, apa karena ini app baru launching?;netral
Irdayanti;4;Pertama buka threads berasa cuma scroll ke atas ke bawah, udah seminggu jdi lebih nyaman aja sih main thread. Keren siih;positif
JESSICA GABRIELLA;2;aplikasi nya bagus cuma kalau bisa ditambah translate supaya memudahkan;negatif
Gerry;1;Untuk hp spesifikasi rendah ga layak. Tampilan hancur;negatif
Muhammad Amien;3;Masih ada ngebug dengan tampilan ny mohon di perbaiki;netral
誰か;1;Masih banyak bug , nanti klo udah bener bintangnya di ganti;negatif
Daniel Fernando;1;Semenjak main threads, aplikasi instagram jadi force close terus gak bisa dibuka 🗿;negatif
Putra Hendy;5;Bug Atau hp gua yang jelek, soalnya masih belum bisa post photo;positif
Khumairah Basyarahil;5;BAGUS BANGET, SERU JUGAA, mungkin yang gak bisa itu hp nya gak mendukung sama apk nya;positif
Pengintai Rasa;5;Untuk saat ini masih bagus sekali, kalau bisa perlu ditingkatkan lagi👏🏼👏🏼👏🏼;positif
Athaya khalisa zahra;2;pas mau apload gambar malah keluar sendiri dari apknya, aneh;negatif
Tri Ayu;5;keren sih, tpi ada kendala sedikit jdi tolong di perbaiki lagi ya, terimakasih.;positif
Gianto;2;Saya kira bisa bikin username sendiri, tenyata ngikut username Instagram.;negatif
Silent Swordman;5;Need translate ok, punya teman dan fans jg dari luar negeri.;positif
Bill Gates;5;Gua kasih b5 mantapss pokoknya, semoga bug2 yg muncul bisa segera di atasi;positif
Cantya Daniswara Putri Amalia;5;Tolong adain fitur translate sama nyimpen foto atau vidio, thank uuu🙌;positif
Faiza Hasanova;5;Udah bagus semua tapi ada yang kurang kurang nya itu untuk men translate nya belum ada;positif
Natha Praya;4;ada bug, berupa force close saat upload foto;positif
Eko wrs Santoso;1;aplikasinya gimana sihh masa kalo di scroll tulisannya berantakan,saya udah download 2× tetap sama;negatif
khusus game;3;Tampilan nya rusak, gabisa dilihat. Tolong dibenerin!;netral
Kharisma Arby;2;Bugnya cukup parah.. belum bisa kupakai jadinya.;negatif
Fufu Ahmad;5;Lama gak main Twitter.. Ini kayak nostalgia lagi.. Dan kayaknya lebih enak app ini;positif
Izzati Raisa;1;setiap log out sering error gabisa masuk lagi;negatif
Wildan Anwar;5;Bagus kek twitter, yg komen bug atau yg lain hal mungkin sinyal atau hp lu pada (mungkin);positif
Aichoco Channel;1;Sering Force close saat menambahkan foto dikomentar dan melebihi dari 1 foto.;negatif
Jihan Swailim;1;punyaku masih sangat error kyak ketimpa² gitu,jd belom bisa digunakan;negatif
Muhamad Luay;4;Ada bug tolong diperbaiki tiba-tiba jadi error;positif
Muhamad Surya_X_MIPA4;5;Daftar nya mudah dan untuk info profile nya bisa di impor dari ig;positif
Armyla Eka Wahyu Yuliani;1;eror, tiap mau bikin thread langsung ke close (trs ada pop up bug);negatif
Rama Adhi Nugraha;2;Mantap.....! Akan tetapi setiap saya login mesti eror, layar kyk di hantam air. Atau kesemutan;negatif
Hafiz Abdul Mateen;1;Kok saya gak bisa upload foto langsung force close tolong perbaiki;negatif
Ani Irmawaty;5;berharap bisa ngesave foto yg diposting tanpa harus di screenshot;positif
Dhony W;2;Kenapa nomor threads saya nggak muncul di profil ig saya, hanya lambang threads saja tidak ada nomornya;negatif
Ryuku;3;Ada bug saat membuka dimana aplikasi static saat di men scroll;netral
Billi Kurniawan;5;keren sih update kedepan nya lebih banyak in fitur yg lain kalau bisa;positif
NUR ROHMAN;2;Saya mendapatkan bug, tidak bisa membahagiakan status saya ke story ataupun yang lainnya;negatif
Luli Khairunnisa;1;"Jngannn ada yang download lagiii. Akun Ig gw kan ke smbung Ama nii apk. Nah awal"" msi berfungsi normal akun Ig gw, tpi makin lma akun Ig gw gk bisa di masukin lgi.";negatif
Imelda;5;masih awal rilis jadi oke oke aja kalau masih banyak bug nya;positif
Mutiara Susyana;3;Woilah mark, fitur tambahin napa 😅 klo udh nambah gw tambahin bintangnya;netral
Naoki;1;aku harap bisa login menggunakan email tanpa akun instagram dan login via browser.;negatif
Qiara Hasna;4;Bagus banget tp tidak ada translate nya jadi susah harus pakai manual;positif
A.C A.R;2;Pls lah knp ngebug gini sih?? Tolong diperbaiki. Klo sdh baik, aku bkln perbaiki jg bintangnya.;negatif
sari saputri;1;Tolong di perbaiki apknya. Id di bio instagram masa ga bisa dikembalikan;negatif
KopraL Fadi;2;Banyak bug bjir, maklum baru terbit😁, fast dibenerin;negatif
Keisya Kamila;1;Bintang 1 karena tidak bisa multi akun mana kalo hapus akun threads akun instagram nya juga ikut ke hapus , masukan saya tolong tambahin fitur ganti akun + jangan di kait kan dengan akun instagram 🙏🗿;negatif
Sofyan Hidayat;4;Tombol 'postingkan' tetlalu dekat dgn huruf ujung ketika tulis komentar, sehingga kerap lom selesai komentar sudah terposting karena tak sengaja kepencet tombol 'postingkan';positif
zainur Roziqin;1;Apk sesat jangan instal apk ini karna informasi pribadi trcantum di akun dari lokasi, nomor hp, sandi akun, smua deh ada di situ,dan kalo mau hapus akun thread trsbut maka otomatis akun ig akan terhapus juga jadi hati² yh;negatif
Yossi Yehezkiel Hasibuan;5;Untuk apk baru rilis ini mah udh mantep banget, lanjutkan META🔥🔥;positif
Rangga Wananusa;5;Aplikasi yang sangat bagus. Sayang tidak bisa dibuka di browser;positif
tegar_ 0987;3;3 dulu,apknya bagus,tpi msih byk fitur yang kurang;netral
Qotrunada Fasya;4;lumayan. tpi klo bisa disisipi lagu enak lagi;positif
Yuri Agusta;1;Aku barusan mo posting picture langsung keluar keberanda hp dung,seperti mo posting gambar gak bisa,kek kena tolak Ama ni aplikasi;negatif
Annisadwi Wulan;1;Buka langsung error. Gk bisa buat nyekrol. Gk bisa digunakan sih lebih tepatnya;negatif
Duwi Wahyudi;2;di Hp Xiaomi Redmi 6A Saya Ketika di scroll Langsung Ngebug, Error.;negatif
Haikal Habibi;4;bagusss tp coba ditambahkan fitur trending gituu, psti ada tambah peminat;positif
Yusri Kamal;5;coba bisa tambahin lagu disetiap postingan biar jadi kayak di ig min seru;positif
Rifki Alhasni;1;Aplikasi sering keluar sendiri;negatif
Happy Kingdom;5;Buat yg twtr suka pastinya , Bagus... tapi blm ada translate nya;positif
Ama;1;Bagaimana cara menghapus akun threads tanpa menghapus akun instagram?? Aplikasi ini mengambil banyak bgt data pribadi saya. Saya gak terima;negatif
Bayu Aji;5;Aplikasi sangat bagus sekali sebagai referensi buat upload foto dan video dari galeri kita;positif
Sukri Adi;3;3 dulu lah, soalnya baru buka apk ini. jika menarik buat aku. baru 5 bintang;netral
akhmad syahroni;5;Belum ada foto langsung via aplikasi, harus lewat galeri dulu kalau ambil foto;positif
DiskusiWaktu;5;Aplikasinya sangat membantu saya untuk mencari referensi berita² terkini,bagus bngt saya suka trimaksihh;positif
Nur Diana;5;good. semoga bisa live juga kedepannya 😆;positif
Tsania Fadhilah;1;setelah mendowload ini tiba-tiba instagram saya bug,dan sampai sekarang tidak bisa dibuka instagram saya;negatif
B agas;5;Aplikasinya bagus sekali, bisa ngetik 5000 Character;positif
Rizki Fhad;5;Keren sih tolong ya apk ini kekurangan nya ga ada mode gelap 🙏;positif
Ar Bulan;5;Tolong Adain fitur translate nya dong soalny susah buat nge fangirls bahasa kalbu semua😭;positif
Feron Syanangi;5;sangat membantu dalam mencari pengguna dalam menambah followers pengikut;positif
Cut Alya Ulmuna;1;Error woyy sering keluar sendiri aplikasi,kalau ngga niat buat ngga usah buat lah njirr;negatif
Danny Christian Hermawan;4;perlu untuk lebih ditingkatkan keoptimalan nya;positif
Achmad Jarkasi;1;Kenapa ya komen foto gabisa? Langsung force close;negatif
Hikawa Setiawan;1;masih error Dan black screen threads nya mohon perhatikan secara sempurna;negatif
Wira Prayogi;5;Sangat memudahkan dunia luar;positif
Eka Tirtaputra;5;Lebih personal dan dekat dengan orang yang saya ikuti.;positif
Ilham Gumelar;5;Aplikasi ini sangat fleksibel dan tidak ribet sehingga membuat para pengguna nyaman menggunakannya;positif
Allisya Fitri Dewi;1;Mengalami kendala upload foto, sering crash;negatif
Muin;3;tambahkan fitur terjemahan untuk suatu unggahan;netral
Bunglon Ninja;1;Aplikasi ini gak perlu ada, karena gak penting dan gak jelas, mending Twitter deh;negatif
chika nyan;2;autentikasi kenapa ? saya ga pake autentikasi di threads namun saya pake autentikasi si instagram .. mau nyocokin udah salah;negatif
Rendi darmawan;5;Bagus, tetapi masi ada bug yaitu server terjadi down pada pukul 13:10 WiB;positif
Rakim Deathcore.;5;Aplikasi udah lumayan tinggal ditambahin fitur baru yang belum ada di aplikasi sosial media lain;positif
Tim S;5;Saran, harus bisa edit postingan. Klo typo gk bsa perbaiki.;positif
mr anomaly;4;aplikasinya bagus, cuman sayang banget masih sering ngebug;positif
Bo Om;4;Tolong tambahkan terjemahan di setiap postingan;positif
Firmansyah;1;Susah banget login nya;negatif
